Mfr Name,Carline,Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Air Aspiration Method Desc,Trans Desc,# Gears,Drive Desc,Annual Fuel Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class Desc,Release Date,Stop/Start System (Engine Management System)  Description,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted
General Motors,EQUINOX AWD,1.5,4,Auto(A6),24,30,Turbocharged,Automatic,6,All Wheel Drive,1700,2,2,Small SUV 4WD,8/18/22,Yes,373,299
General Motors,TRAILBLAZER AWD,1.3,3,Auto(A9),26,30,Turbocharged,Automatic,9,All Wheel Drive,1600,2,2,Small SUV 4WD,4/26/22,Yes,341,295
FCA US LLC,Hornet AWD,2,4,Auto(A9),21,29,Turbocharged,Automatic,9,All Wheel Drive,1850,2,2,Small SUV 4WD,1/24/23,Yes,423,309
FCA US LLC,500X AWD,1.3,4,Auto(A9),24,30,Turbocharged,Automatic,9,All Wheel Drive,1700,2,2,Small SUV 4WD,12/26/22,Yes,379,297
Ford Motor Company,BRONCO 4WD,2.3,4,Auto(S10),20,21,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2200,2,2,Small SUV 4WD,11/3/22,Yes,455,419
Ford Motor Company,BRONCO 4WD,2.3,4,Manual(M7),20,21,Turbocharged,Manual,7,Part-time 4-Wheel Drive,2200,2,2,Small SUV 4WD,11/3/22,Yes,451,426
Ford Motor Company,BRONCO 4WD,2.7,6,Auto(S10),19,21,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2200,2,2,Small SUV 4WD,11/3/22,Yes,471,432
Ford Motor Company,BRONCO BADLANDS 4WD,2.3,4,Auto(S10),17,17,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2600,2,2,Small SUV 4WD,11/3/22,Yes,523,516
Ford Motor Company,BRONCO BADLANDS 4WD,2.3,4,Manual(M7),16,17,Turbocharged,Manual,7,Part-time 4-Wheel Drive,2600,2,2,Small SUV 4WD,11/3/22,Yes,551,570
Ford Motor Company,BRONCO BADLANDS 4WD,2.7,6,Auto(S10),17,17,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2600,2,2,Small SUV 4WD,11/3/22,Yes,530,529
Ford Motor Company,BRONCO BLACK DIAMOND 4WD,2.3,4,Auto(S10),18,18,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2450,2,2,Small SUV 4WD,11/3/22,Yes,494,538
Ford Motor Company,BRONCO BLACK DIAMOND 4WD,2.3,4,Manual(M7),16,18,Turbocharged,Manual,7,Part-time 4-Wheel Drive,2600,2,2,Small SUV 4WD,11/3/22,Yes,556,524
Ford Motor Company,BRONCO BLACK DIAMOND 4WD,2.7,6,Auto(S10),18,18,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2450,2,2,Small SUV 4WD,11/3/22,Yes,494,537
Ford Motor Company,BRONCO SASQUATCH 4WD,2.3,4,Auto(S10),18,17,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2450,2,2,Small SUV 4WD,11/3/22,Yes,494,546
Ford Motor Company,BRONCO SASQUATCH 4WD,2.3,4,Manual(M7),16,18,Turbocharged,Manual,7,Part-time 4-Wheel Drive,2600,2,2,Small SUV 4WD,11/3/22,Yes,556,524
Ford Motor Company,BRONCO SASQUATCH 4WD,2.7,6,Auto(S10),17,17,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2600,2,2,Small SUV 4WD,11/3/22,Yes,532,531
Ford Motor Company,BRONCO SPORT 4WD,1.5,3,Auto(A8),25,28,Turbocharged,Automatic,8,All Wheel Drive,1700,2,2,Small SUV 4WD,12/5/22,Yes,351,380
Ford Motor Company,BRONCO SPORT 4WD,2,4,Auto(S8),21,26,Turbocharged,Semi-Automatic,8,Part-time 4-Wheel Drive,1900,2,2,Small SUV 4WD,12/5/22,Yes,422,448
Ford Motor Company,EDGE AWD,2,4,Auto(A8),21,28,Turbocharged,Automatic,8,All Wheel Drive,1900,2,2,Small SUV 4WD,12/16/22,Yes,433,314
Ford Motor Company,EDGE AWD,2,4,Auto(S8),20,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,1900,2,2,Small SUV 4WD,12/16/22,Yes,435,316
Ford Motor Company,EDGE AWD,2.7,6,Auto(S8),19,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,2100,2,2,Small SUV 4WD,12/16/22,Yes,478,352
Ford Motor Company,ESCAPE AWD,1.5,3,Auto(A8),26,32,Turbocharged,Automatic,8,All Wheel Drive,1600,2,2,Small SUV 4WD,1/20/23,Yes,348,278
Ford Motor Company,ESCAPE AWD,2,4,Auto(A8),23,31,Turbocharged,Automatic,8,All Wheel Drive,1700,2,2,Small SUV 4WD,12/12/22,Yes,384,400
Ford Motor Company,ESCAPE AWD HEV,2.5,4,Auto(AV),42,36,Naturally Aspirated,Continuously Variable,1,Part-time 4-Wheel Drive,1150,2,2,Small SUV 4WD,12/20/22,Yes,208,246
Hyundai,GV70 AWD,2.5,4,Auto(S8),22,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,2300,2,2,Small SUV 4WD,3/15/22,Yes,408,320
Hyundai,GV70 AWD,2.5,4,Auto(S8),19,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,2500,2,2,Small SUV 4WD,3/15/22,Yes,457,347
Hyundai,GV70 AWD,3.5,6,Auto(S8),19,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,2600,2,2,Small SUV 4WD,3/15/22,Yes,484,367
General Motors,TERRAIN AWD,1.5,4,Auto(A9),24,28,Turbocharged,Automatic,9,All Wheel Drive,1700,2,2,Small SUV 4WD,8/17/22,Yes,375,313
Honda,CR-V AWD,1.5,4,Auto(AV),27,32,Turbocharged,Continuously Variable,1,All Wheel Drive,1550,2,2,Small SUV 4WD,9/22/22,Yes,328,277
Honda,CR-V AWD,2,4,Auto(AV),40,34,Naturally Aspirated,Continuously Variable,1,All Wheel Drive,1200,2,2,Small SUV 4WD,10/21/22,Yes,218,259
Honda,PASSPORT AWD,3.5,6,Auto(S9),19,24,Naturally Aspirated,Semi-Automatic,9,All Wheel Drive,2100,2,2,Small SUV 4WD,10/11/22,Yes,459,364
Hyundai,Kona AWD,1.6,4,Auto(AM-S7),27,32,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,1550,2,2,Small SUV 4WD,5/11/22,Yes,334,282
Hyundai,Kona AWD,2,4,Auto(AV-S1),28,33,Naturally Aspirated,Selectable Continuously Variable,1,All Wheel Drive,1500,2,2,Small SUV 4WD,5/11/22,Yes,323,273
Hyundai,Palisade AWD,3.8,6,Auto(S8),19,25,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,2100,2,2,Small SUV 4WD,4/29/22,No,475,358
Hyundai,Santa Cruz AWD,2.5,4,Auto(AM-S8),19,27,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,2000,2,2,Small SUV 4WD,7/1/22,No,462,330
Hyundai,Santa Cruz AWD,2.5,4,Auto(S8),21,25,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1900,2,2,Small SUV 4WD,7/1/22,No,420,354
Hyundai,Santa Fe AWD,2.5,4,Auto(AM-S8),21,28,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,1850,2,2,Small SUV 4WD,7/15/22,Yes,417,324
Hyundai,Santa Fe AWD,2.5,4,Auto(S8),22,25,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1850,2,2,Small SUV 4WD,7/15/22,Yes,402,349
Hyundai,Santa Fe Hybrid,1.6,4,Auto(AM-S6),33,30,Turbocharged,Automated Manual- Selectable,6,All Wheel Drive,1400,2,2,Small SUV 4WD,4/29/22,Yes,269,300
Hyundai,Santa Fe Hybrid Blue,1.6,4,Auto(AM-S6),36,31,Turbocharged,Automated Manual- Selectable,6,All Wheel Drive,1300,2,2,Small SUV 4WD,4/29/22,Yes,247,285
Hyundai,Tucson AWD,2.5,4,Auto(S8),23,28,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1750,2,2,Small SUV 4WD,7/25/22,No,382,312
Hyundai,Tucson Hybrid,1.6,4,Auto(AM-S6),37,36,Turbocharged,Automated Manual- Selectable,6,All Wheel Drive,1200,2,2,Small SUV 4WD,8/1/22,Yes,240,251
Hyundai,Tucson Hybrid Blue,1.6,4,Auto(AM-S6),38,38,Turbocharged,Automated Manual- Selectable,6,All Wheel Drive,1150,2,2,Small SUV 4WD,8/1/22,Yes,238,237
Nissan,QX50 AWD,2,4,Auto(AV-S8),22,28,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,2200,2,2,Small SUV 4WD,9/9/22,No,406,318
Nissan,QX55 AWD,2,4,Auto(AV-S8),22,28,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,2200,2,2,Small SUV 4WD,6/17/22,No,405,319
Jaguar Land Rover L,E-PACE,2,4,Auto(S9),20,26,Turbocharged,Semi-Automatic,9,All Wheel Drive,2400,2,2,Small SUV 4WD,3/28/22,Yes,438,349
Jaguar Land Rover L,F-PACE,2,4,Auto(S8),22,27,Turbocharged,Semi-Automatic,8,All Wheel Drive,2300,2,2,Small SUV 4WD,6/20/22,Yes,392,333
Jaguar Land Rover L,F-PACE P340 MHEV,3,6,Auto(S8),20,27,Turbocharged+Supercharged,Semi-Automatic,8,4-Wheel Drive,2500,2,2,Small SUV 4WD,6/20/22,Yes,455,336
Jaguar Land Rover L,F-PACE P400 MHEV,3,6,Auto(S8),19,26,Turbocharged+Supercharged,Semi-Automatic,8,4-Wheel Drive,2500,2,2,Small SUV 4WD,6/20/22,Yes,459,346
Jaguar Land Rover L,F-PACE SVR,5,8,Auto(S8),15,21,Supercharged,Semi-Automatic,8,All Wheel Drive,3200,2,2,Small SUV 4WD,6/30/22,Yes,585,415
FCA US LLC,Cherokee 4X4,2.4,4,Auto(A9),21,29,Naturally Aspirated,Automatic,9,All Wheel Drive,1850,2,2,Small SUV 4WD,11/28/22,Yes,422,306
FCA US LLC,Cherokee Trailhawk 4X4,2,4,Auto(A9),20,26,Turbocharged,Automatic,9,All Wheel Drive,2000,2,2,Small SUV 4WD,11/28/22,Yes,445,346
FCA US LLC,Compass 4X4,2,4,Auto(A8),24,32,Turbocharged,Automatic,8,All Wheel Drive,1650,2,2,Small SUV 4WD,1/9/23,Yes,373,278
FCA US LLC,Renegade 4x4,1.3,4,Auto(A9),23,29,Turbocharged,Automatic,9,All Wheel Drive,1700,2,2,Small SUV 4WD,11/7/22,Yes,381,306
FCA US LLC,Renegade Trailhawk 4x4,1.3,4,Auto(A9),22,27,Turbocharged,Automatic,9,All Wheel Drive,1850,2,2,Small SUV 4WD,11/7/22,Yes,408,328
FCA US LLC,Wrangler 2dr 4X4,2,4,Auto(A8),22,24,Turbocharged,Automatic,8,4-Wheel Drive,1900,2,2,Small SUV 4WD,8/1/22,Yes,405,368
FCA US LLC,Wrangler 2dr 4X4,3.6,6,Auto(A8),18,23,Naturally Aspirated,Automatic,8,4-Wheel Drive,2200,2,2,Small SUV 4WD,8/1/22,Yes,484,387
FCA US LLC,Wrangler 2dr 4X4,3.6,6,Auto(A8),20,24,Naturally Aspirated,Automatic,8,4-Wheel Drive,2100,2,2,Small SUV 4WD,8/1/22,Yes,454,369
FCA US LLC,Wrangler 2dr 4X4,3.6,6,Manual(M6),17,25,Naturally Aspirated,Manual,6,4-Wheel Drive,2200,2,2,Small SUV 4WD,8/1/22,Yes,515,362
FCA US LLC,Wrangler 4dr 4X4,2,4,Auto(A8),21,24,Turbocharged,Automatic,8,4-Wheel Drive,2000,2,2,Small SUV 4WD,8/1/22,Yes,423,374
FCA US LLC,Wrangler 4dr 4X4,3.6,6,Auto(A8),18,23,Naturally Aspirated,Automatic,8,4-Wheel Drive,2200,2,2,Small SUV 4WD,8/1/22,Yes,489,386
FCA US LLC,Wrangler 4dr 4X4,3.6,6,Auto(A8),19,24,Naturally Aspirated,Automatic,8,4-Wheel Drive,2100,2,2,Small SUV 4WD,8/1/22,Yes,461,373
FCA US LLC,Wrangler 4dr 4X4,3.6,6,Manual(M6),17,23,Naturally Aspirated,Manual,6,4-Wheel Drive,2350,2,2,Small SUV 4WD,8/1/22,Yes,522,382
FCA US LLC,Wrangler 4dr 4X4,6.4,8,Auto(A8),13,17,Naturally Aspirated,Automatic,8,4-Wheel Drive,3900,1,1,Small SUV 4WD,8/1/22,No,696,533
FCA US LLC,Wrangler 4dr EcoDiesel 4x4,3,6,Auto(A8),22,29,Turbocharged,Automatic,8,4-Wheel Drive,1900,2,2,Small SUV 4WD,8/1/22,Yes,459,352
FCA US LLC,Wrangler Rubic 4dr EcoDiesel 4x4,3,6,Auto(A8),21,26,Turbocharged,Automatic,8,4-Wheel Drive,2100,2,2,Small SUV 4WD,8/1/22,Yes,484,391
Kia,Seltos AWD,1.6,4,Auto(AM-S7),25,30,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,1650,2,2,Small SUV 4WD,4/1/22,Yes,357,299
Kia,Seltos AWD,2,4,Auto(AV-S8),27,31,Naturally Aspirated,Selectable Continuously Variable,8,All Wheel Drive,1550,2,2,Small SUV 4WD,4/1/22,Yes,333,290
Kia,Sorento AWD,2.5,4,Auto(AM-S8),22,27,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,1850,2,2,Small SUV 4WD,10/14/22,Yes,415,331
Kia,Sorento AWD,2.5,4,Auto(S8),23,25,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1850,2,2,Small SUV 4WD,10/14/22,Yes,383,345
Kia,Sorento Hybrid AWD,1.6,4,Auto(AM-S6),36,33,Turbocharged,Automated Manual- Selectable,6,All Wheel Drive,1300,2,2,Small SUV 4WD,7/1/22,Yes,252,274
Kia,Sportage AWD,2.5,4,Auto(S8),23,28,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1750,2,2,Small SUV 4WD,2/1/22,Yes,392,314
Kia,Sportage Hybrid AWD,1.6,4,Auto(AM-S6),38,38,Turbocharged,Automated Manual- Selectable,6,All Wheel Drive,1150,2,2,Small SUV 4WD,3/18/22,Yes,232,234
Kia,Sportage Hybrid FWD,1.6,4,Auto(AM-S6),42,44,Turbocharged,Automated Manual- Selectable,6,"2-Wheel Drive, Front",1050,2,2,Small SUV 4WD,3/18/22,Yes,210,200
Kia,Telluride AWD,3.8,6,Auto(S8),18,24,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,2100,2,2,Small SUV 4WD,9/15/22,Yes,484,371
Jaguar Land Rover L,Discovery Sport,2,4,Auto(S9),19,23,Turbocharged,Semi-Automatic,9,All Wheel Drive,2750,2,2,Small SUV 4WD,2/21/22,Yes,482,381
Jaguar Land Rover L,Range Rover Evoque,2,4,Auto(S9),20,27,Turbocharged,Semi-Automatic,9,All Wheel Drive,2500,2,2,Small SUV 4WD,2/21/22,Yes,451,334
Jaguar Land Rover L,Range Rover Evoque MHEV,2,4,Auto(S9),21,26,Turbocharged,Semi-Automatic,9,All Wheel Drive,2400,2,2,Small SUV 4WD,2/28/22,Yes,430,348
Jaguar Land Rover L,Range Rover Velar,2,4,Auto(S8),20,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,2400,2,2,Small SUV 4WD,6/20/22,Yes,435,341
Jaguar Land Rover L,Range Rover Velar P340 MHEV,3,6,Auto(S8),20,26,Turbocharged+Supercharged,Semi-Automatic,8,4-Wheel Drive,2500,2,2,Small SUV 4WD,6/20/22,Yes,447,341
Jaguar Land Rover L,Range Rover Velar P400 MHEV,3,6,Auto(S8),19,25,Turbocharged+Supercharged,Semi-Automatic,8,4-Wheel Drive,2600,2,2,Small SUV 4WD,6/20/22,Yes,478,362
Toyota,NX 250 AWD,2.5,4,Auto(S8),25,32,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1600,2,2,Small SUV 4WD,10/19/22,Yes,352,276
Toyota,NX 350 AWD,2.4,4,Auto(S8),22,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,2200,2,2,Small SUV 4WD,10/19/22,Yes,393,315
Toyota,NX 350h AWD,2.5,4,Auto(AV-S6),41,37,Naturally Aspirated,Selectable Continuously Variable,6,All Wheel Drive,1400,2,2,Small SUV 4WD,10/19/22,Yes,212,235
Toyota,RX 350 AWD,2.4,4,Auto(S8),21,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,2300,2,2,Small SUV 4WD,11/9/22,Yes,419,314
Toyota,RX 350h AWD,2.5,4,Auto(AV-S6),37,34,Naturally Aspirated,Selectable Continuously Variable,6,All Wheel Drive,1500,2,2,Small SUV 4WD,11/9/22,Yes,234,255
Toyota,RX 500h AWD,2.4,4,Auto(AV-S6),27,28,Turbocharged,Selectable Continuously Variable,6,All Wheel Drive,2050,2,2,Small SUV 4WD,11/9/22,Yes,325,312
Ford Motor Company,CORSAIR AWD,2,4,Auto(S8),21,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,1850,2,2,Small SUV 4WD,11/21/22,Yes,423,313
Ford Motor Company,NAUTILUS AWD,2,4,Auto(A8),20,25,Turbocharged,Automatic,8,All Wheel Drive,2000,2,2,Small SUV 4WD,12/16/22,Yes,445,491
Ford Motor Company,NAUTILUS AWD,2,4,Auto(S8),20,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,2000,2,2,Small SUV 4WD,12/16/22,Yes,435,490
Ford Motor Company,NAUTILUS AWD,2.7,6,Auto(S8),19,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,2100,2,2,Small SUV 4WD,12/16/22,Yes,478,352
Maserati,GRECALE GT,2,4,Auto(A8),22,29,Turbocharged,Automatic,8,All Wheel Drive,2200,2,2,Small SUV 4WD,7/1/22,Yes,395,298
Maserati,GRECALE MODENA,2,4,Auto(A8),22,29,Turbocharged,Automatic,8,All Wheel Drive,2200,2,2,Small SUV 4WD,7/1/22,Yes,395,298
Maserati,GRECALE TROFEO,3,6,Auto(A8),18,25,Turbocharged,Automatic,8,All Wheel Drive,2750,2,2,Small SUV 4WD,7/1/22,Yes,495,354
MAZDA,CX-30 4WD,2.5,4,Auto(S6),22,30,Turbocharged,Semi-Automatic,6,4-Wheel Drive,1750,2,2,Small SUV 4WD,11/23/22,No,398,299
MAZDA,CX-30 4WD,2.5,4,Auto(S6),26,33,Naturally Aspirated,Semi-Automatic,6,4-Wheel Drive,1550,2,2,Small SUV 4WD,11/23/22,No,341,269
MAZDA,CX-5 4WD,2.5,4,Auto(S6),22,27,Turbocharged,Semi-Automatic,6,4-Wheel Drive,1850,2,2,Small SUV 4WD,8/25/22,No,406,326
MAZDA,CX-5 4WD,2.5,4,Auto(S6),24,30,Naturally Aspirated,Semi-Automatic,6,4-Wheel Drive,1700,2,2,Small SUV 4WD,8/25/22,No,369,297
MAZDA,CX-9 4WD,2.5,4,Auto(S6),20,26,Turbocharged,Semi-Automatic,6,4-Wheel Drive,1900,2,2,Small SUV 4WD,9/20/22,No,435,339
MAZDA,MAZDA CX-50 4WD,2.5,4,Auto(S6),23,29,Turbocharged,Semi-Automatic,6,4-Wheel Drive,1750,2,2,Small SUV 4WD,3/28/22,Yes,393,310
MAZDA,MAZDA CX-50 4WD,2.5,4,Auto(S6),24,30,Naturally Aspirated,Semi-Automatic,6,4-Wheel Drive,1650,2,2,Small SUV 4WD,3/28/22,No,368,295
Mercedes-Benz,AMG GLC 43 4MATIC (coupe),3,6,Auto(A9),17,24,Turbocharged,Automatic,9,All Wheel Drive,2750,2,2,Small SUV 4WD,10/26/22,Yes,509,365
Mercedes-Benz,GLA 250 4MATIC,2,4,Auto(AM8),23,32,Turbocharged,Automated Manual,8,All Wheel Drive,2100,2,2,Small SUV 4WD,8/2/22,Yes,388,276
Mercedes-Benz,GLB 250 4MATIC,2,4,Auto(AM8),22,30,Turbocharged,Automated Manual,8,All Wheel Drive,2200,2,2,Small SUV 4WD,7/31/22,Yes,402,299
Mercedes-Benz,GLC 300 4MATIC (Coupe),2,4,Auto(A9),20,26,Turbocharged,Automatic,9,All Wheel Drive,2500,2,2,Small SUV 4WD,10/5/22,Yes,445,338
Mercedes-Benz,GLE 350,2,4,Auto(A9),20,25,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",2500,2,2,Small SUV 4WD,9/21/22,Yes,444,348
Mercedes-Benz,GLE 350 4MATIC,2,4,Auto(A9),20,24,Turbocharged,Automatic,9,All Wheel Drive,2600,2,2,Small SUV 4WD,9/22/22,Yes,454,362
Nissan,Outlander 4WD,2.5,4,Auto(AV-S8),24,30,Naturally Aspirated,Selectable Continuously Variable,8,4-Wheel Drive,1700,2,2,Small SUV 4WD,9/1/22,No,364,297
Mitsubishi Motors Co,ECLIPSE CROSS 4WD,1.5,4,Auto(AV-S8),25,26,Turbocharged,Selectable Continuously Variable,8,4-Wheel Drive,1750,2,2,Small SUV 4WD,4/1/22,No,360,332
Mitsubishi Motors Co,ECLIPSE CROSS ES 4WD,1.5,4,Auto(AV-S8),25,28,Turbocharged,Selectable Continuously Variable,8,4-Wheel Drive,1700,2,2,Small SUV 4WD,4/1/22,No,353,318
Mitsubishi Motors Co,Outlander Sport 4WD,2,4,Auto(AV-S6),23,29,Naturally Aspirated,Selectable Continuously Variable,6,4-Wheel Drive,1700,2,2,Small SUV 4WD,11/1/22,No,377,302
Mitsubishi Motors Co,Outlander Sport 4WD,2.4,4,Auto(AV-S6),23,28,Naturally Aspirated,Selectable Continuously Variable,6,4-Wheel Drive,1750,2,2,Small SUV 4WD,11/1/22,No,383,309
Nissan,PATHFINDER 4WD,3.5,6,Auto(S9),21,27,Naturally Aspirated,Semi-Automatic,9,4-Wheel Drive,1900,2,2,Small SUV 4WD,9/9/22,Yes,424,325
Nissan,PATHFINDER 4WD ROCK CREEK,3.5,6,Auto(S9),20,23,Naturally Aspirated,Semi-Automatic,9,4-Wheel Drive,2600,2,2,Small SUV 4WD,8/26/22,Yes,452,377
Nissan,PATHFINDER 4WD SL/PLATINUM,3.5,6,Auto(S9),20,25,Naturally Aspirated,Semi-Automatic,9,4-Wheel Drive,2000,2,2,Small SUV 4WD,9/9/22,Yes,439,344
Nissan,ROGUE AWD,1.5,3,Auto(AV-S8),28,35,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,1450,2,2,Small SUV 4WD,12/12/22,Yes,317,254
Nissan,ROGUE AWD,1.5,3,Auto(AV-S8),28,35,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,1450,2,2,Small SUV 4WD,8/23/22,No,318,255
Nissan,ROGUE AWD SL/PLATINUM,1.5,3,Auto(AV-S8),28,34,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,1450,2,2,Small SUV 4WD,12/20/22,Yes,318,262
Nissan,ROGUE AWD SL/PLATINUM,1.5,3,Auto(AV-S8),28,34,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,1450,2,2,Small SUV 4WD,8/23/22,No,318,262
Porsche,Macan,2,4,Auto(AM-S7),19,25,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,2600,2,2,Small SUV 4WD,8/12/22,Yes,468,352
Porsche,Macan GTS,2.9,6,Auto(AM-S7),17,22,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,2900,2,2,Small SUV 4WD,8/12/22,Yes,506,403
Porsche,Macan S,2.9,6,Auto(AM-S7),17,23,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,2900,2,2,Small SUV 4WD,8/12/22,Yes,520,381
Porsche,Macan T,2,4,Auto(AM-S7),19,25,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,2600,2,2,Small SUV 4WD,8/26/22,Yes,463,361
Subaru,CROSSTREK AWD,2,4,Auto(AV-S8),28,33,Naturally Aspirated,Selectable Continuously Variable,8,All Wheel Drive,1500,2,2,Small SUV 4WD,5/17/22,Yes,322,265
Subaru,CROSSTREK AWD,2,4,Manual(M6),22,29,Naturally Aspirated,Manual,6,All Wheel Drive,1750,2,2,Small SUV 4WD,5/17/22,No,395,305
Subaru,CROSSTREK AWD,2.5,4,Auto(AV-S8),27,34,Naturally Aspirated,Selectable Continuously Variable,8,All Wheel Drive,1550,2,2,Small SUV 4WD,5/17/22,Yes,334,264
Subaru,FORESTER AWD,2.5,4,Auto(AV-S7),26,33,Naturally Aspirated,Selectable Continuously Variable,7,All Wheel Drive,1550,2,2,Small SUV 4WD,8/18/22,Yes,341,272
Subaru,FORESTER WILDERNESS AWD,2.5,4,Auto(AV-S8),25,28,Naturally Aspirated,Selectable Continuously Variable,8,All Wheel Drive,1700,2,2,Small SUV 4WD,8/18/22,Yes,359,313
Subaru,OUTBACK AWD,2.4,4,Auto(AV-S8),22,29,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,1750,2,2,Small SUV 4WD,6/9/22,Yes,398,304
Subaru,OUTBACK AWD,2.5,4,Auto(AV-S8),26,32,Naturally Aspirated,Selectable Continuously Variable,8,All Wheel Drive,1600,2,2,Small SUV 4WD,6/9/22,Yes,346,276
Subaru,OUTBACK WILDERNESS AWD,2.4,4,Auto(AV-S8),21,26,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,1900,2,2,Small SUV 4WD,6/9/22,Yes,412,336
Toyota,COROLLA CROSS AWD,2,4,Auto(AV-S10),29,32,Naturally Aspirated,Selectable Continuously Variable,10,All Wheel Drive,1500,2,2,Small SUV 4WD,11/23/22,Yes,304,277
Toyota,HIGHLANDER AWD,2.4,4,Auto(S8),21,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,1850,2,2,Small SUV 4WD,10/13/22,Yes,415,318
Toyota,RAV4 AWD,2.5,4,Auto(S8),27,33,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1550,2,2,Small SUV 4WD,10/19/22,Yes,330,267
Toyota,RAV4 AWD,2.5,4,Auto(S8),25,33,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1600,2,2,Small SUV 4WD,10/19/22,No,360,269
Toyota,RAV4 AWD LE,2.5,4,Auto(S8),27,34,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1500,2,2,Small SUV 4WD,10/19/22,Yes,325,260
Toyota,RAV4 AWD TRD OFFROAD,2.5,4,Auto(S8),25,32,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1600,2,2,Small SUV 4WD,10/19/22,No,358,279
Toyota,RAV4 HYBRID AWD,2.5,4,Auto(AV-S6),41,38,Naturally Aspirated,Selectable Continuously Variable,6,All Wheel Drive,1100,2,2,Small SUV 4WD,10/19/22,Yes,214,233
Toyota,RAV4 HYBRID AWD WOODLAND EDITION,2.5,4,Auto(AV-S6),38,35,Naturally Aspirated,Selectable Continuously Variable,6,All Wheel Drive,1200,2,2,Small SUV 4WD,10/19/22,Yes,229,253
Toyota,VENZA AWD,2.5,4,Auto(AV-S6),40,37,Naturally Aspirated,Selectable Continuously Variable,6,All Wheel Drive,1150,2,2,Small SUV 4WD,10/20/22,Yes,219,237
Volkswagen Group of,Atlas 4Motion,2,4,Auto(S8),20,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,2000,2,2,Small SUV 4WD,7/29/22,Yes,446,371
Volkswagen Group of,Atlas 4Motion,3.6,6,Auto(S8),18,23,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,2200,2,2,Small SUV 4WD,7/29/22,Yes,505,382
Volkswagen Group of,Atlas Cross Sport 4Motion,2,4,Auto(S8),20,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,2000,2,2,Small SUV 4WD,7/29/22,Yes,447,370
Volkswagen Group of,Atlas Cross Sport 4Motion,3.6,6,Auto(S8),18,24,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,2200,2,2,Small SUV 4WD,7/29/22,Yes,496,378
